ordem;codigo_sessao;modulo;nome_modulo;objetivo_modulo;referencia_v3;topico_macro;nivel;tipo_sessao;titulo_aula;conteudo_programado;pratica;entrega;criterio_aprovacao;observacao
1898;M8.REV.02;M8;Testes profissionais em Java;Ensinar testes como documentação executável, segurança para refatoração e critério de qualidade backend.;M5 - Testes expandido;Prova prática do módulo;intermediario;Revisão, avaliação e ensino;M8 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1899;M8.REV.03;M8;Testes profissionais em Java;Ensinar testes como documentação executável, segurança para refatoração e critério de qualidade backend.;M5 - Testes expandido;Refatoração ou melhoria final do módulo;intermediario;Revisão, avaliação e ensino;M8 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1900;M8.REV.04;M8;Testes profissionais em Java;Ensinar testes como documentação executável, segurança para refatoração e critério de qualidade backend.;M5 - Testes expandido;Aula ensinável do módulo;intermediario;Revisão, avaliação e ensino;M8 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1901;M9.REV.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Revisão cumulativa do módulo;intermediario;Revisão, avaliação e ensino;M9 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1902;M9.REV.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Prova prática do módulo;intermediario;Revisão, avaliação e ensino;M9 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1903;M9.REV.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Refatoração ou melhoria final do módulo;intermediario;Revisão, avaliação e ensino;M9 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1904;M9.REV.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Aula ensinável do módulo;intermediario;Revisão, avaliação e ensino;M9 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1905;M10.REV.01;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Revisão cumulativa do módulo;avancado;Revisão, avaliação e ensino;M10 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1906;M10.REV.02;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Prova prática do módulo;avancado;Revisão, avaliação e ensino;M10 - Prova prática do módulo;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1907;M10.REV.03;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Refatoração ou melhoria final do módulo;avancado;Revisão, avaliação e ensino;M10 - Refatoração ou melhoria final do módulo;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1908;M10.REV.04;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Aula ensinável do módulo;avancado;Revisão, avaliação e ensino;M10 - Aula ensinável do módulo;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
1909;M11.REV.01;M11;Spring Boot, REST APIs e backend profissional;Construir APIs REST profissionais com Spring Boot, camadas, validação, erros, documentação, testes, configuração e práticas corporativas.;M7 - Spring Boot e APIs REST profissionais;Revisão cumulativa do módulo;avancado;Revisão, avaliação e ensino;M11 - Revisão cumulativa do módulo;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;revisão guiada, exercício integrador, correção, documentação e atualização da plataforma/curso;checklist final do módulo, evidência, diário de bordo, commit e material didático base;Aluno demonstra domínio prático, explica sem decorar, corrige erros e deixa material pronto para revisão futura.;Sessão obrigatória para evitar avanço com lacunas.
