documento_mentor_proposto;arquivo_mentor_proposto;modulo;nome_modulo;topico_macro;primeira_sessao_v4_1;ultima_sessao_v4_1;quantidade_sessoes_cobertas;tipos_sessao_cobertos;conteudo_consolidado_da_grade;regra_de_cobertura
458;458_M17_15_BANCA_TECNICA_DO_PROJETO.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Banca técnica do projeto;M17.15.01;M17.15.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;apresentação, perguntas, trade-offs e defesa. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | apresentação, perguntas, trade-offs e defesa. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | apresentação, perguntas, trade-offs e defesa. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | apresentação, perguntas, trade-offs e defesa. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
459;459_M17_16_CURRICULO_E_LINKEDIN.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Currículo e LinkedIn;M17.16.01;M17.16.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;narrativa QA -> Java Backend, projetos e palavras-chave. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | narrativa QA -> Java Backend, projetos e palavras-chave. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | narrativa QA -> Java Backend, projetos e palavras-chave. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | narrativa QA -> Java Backend, projetos e palavras-chave. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
460;460_M17_17_ENTREVISTA_JAVA.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Entrevista Java;M17.17.01;M17.17.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;POO, collections, exceptions, generics, streams, concorrência. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | POO, collections, exceptions, generics, streams, concorrência. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | POO, collections, exceptions, generics, streams, concorrência. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | POO, collections, exceptions, generics, streams, concorrência. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
461;461_M17_18_ENTREVISTA_SPRING_JPA.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Entrevista Spring/JPA;M17.18.01;M17.18.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;DI, transação, lazy, N+1, REST, testes e segurança. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | DI, transação, lazy, N+1, REST, testes e segurança. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | DI, transação, lazy, N+1, REST, testes e segurança. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | DI, transação, lazy, N+1, REST, testes e segurança. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
462;462_M17_19_ENTREVISTA_ARQUITETURA.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Entrevista arquitetura;M17.19.01;M17.19.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;microserviços, eventos, cloud, observabilidade e design. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | microserviços, eventos, cloud, observabilidade e design. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | microserviços, eventos, cloud, observabilidade e design. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | microserviços, eventos, cloud, observabilidade e design. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
463;463_M17_20_LIVE_CODING.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Live coding;M17.20.01;M17.20.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;leitura, plano, implementação, testes e comunicação. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | leitura, plano, implementação, testes e comunicação. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | leitura, plano, implementação, testes e comunicação. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | leitura, plano, implementação, testes e comunicação. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
464;464_M17_21_COMO_ENSINAR_O_QUE_APRENDEU.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Como ensinar o que aprendeu;M17.21.01;M17.21.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;roteiro, analogias, exemplos, perguntas, rubricas e curso. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | roteiro, analogias, exemplos, perguntas, rubricas e curso. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | roteiro, analogias, exemplos, perguntas, rubricas e curso. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | roteiro, analogias, exemplos, perguntas, rubricas e curso. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
465;465_M17_22_PREPARACAO_DE_AULAS_NA_PLATAFORMA.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Preparação de aulas na plataforma;M17.22.01;M17.22.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;leitor, código, explicação, exercícios, checklist e progresso. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | leitor, código, explicação, exercícios, checklist e progresso. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | leitor, código, explicação, exercícios, checklist e progresso. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | leitor, código, explicação, exercícios, checklist e progresso. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
466;466_M17_23_BANCA_FINAL_DA_FORMACAO.md;M17;Projeto final, carreira, entrevistas e capacidade de ensinar;Banca final da formação;M17.23.01;M17.23.04;4;Planejamento, requisitos e critérios de aceite | Implementação guiada incremental | Implementação solo e expansão | Revisão, testes, documentação e entrega;projeto, teoria, arquitetura, operação, carreira e próximos passos. Nesta sessão: definir escopo, entradas, saídas, regras, riscos, tarefas e DoD. | projeto, teoria, arquitetura, operação, carreira e próximos passos. Nesta sessão: codar a primeira fatia vertical com commits pequenos e validação. | projeto, teoria, arquitetura, operação, carreira e próximos passos. Nesta sessão: ampliar funcionalidade, cobrir regras, tratar erros e melhorar organização. | projeto, teoria, arquitetura, operação, carreira e próximos passos. Nesta sessão: validar, testar, revisar, documentar, commitar e preparar explicação.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
467;467_M0_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M0;Ambiente, método, ferramentas e rotina profissional;Revisão cumulativa do módulo;M0.REV.01;M0.REV.01;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
468;468_M0_REV_02_PROVA_PRATICA_DO_MODULO.md;M0;Ambiente, método, ferramentas e rotina profissional;Prova prática do módulo;M0.REV.02;M0.REV.02;1;Revisão, avaliação e ensino;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
469;469_M0_REV_03_REFATORACAO_OU_MELHORIA_FINAL_DO_MODULO.md;M0;Ambiente, método, ferramentas e rotina profissional;Refatoração ou melhoria final do módulo;M0.REV.03;M0.REV.03;1;Revisão, avaliação e ensino;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
470;470_M0_REV_04_AULA_ENSINAVEL_DO_MODULO.md;M0;Ambiente, método, ferramentas e rotina profissional;Aula ensinável do módulo;M0.REV.04;M0.REV.04;1;Revisão, avaliação e ensino;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
471;471_M1_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M1;Java fundamentos absolutos e lógica aplicada;Revisão cumulativa do módulo;M1.REV.01;M1.REV.01;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
472;472_M1_REV_02_PROVA_PRATICA_DO_MODULO.md;M1;Java fundamentos absolutos e lógica aplicada;Prova prática do módulo;M1.REV.02;M1.REV.02;1;Revisão, avaliação e ensino;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
473;473_M1_REV_03_REFATORACAO_OU_MELHORIA_FINAL_DO_MODULO.md;M1;Java fundamentos absolutos e lógica aplicada;Refatoração ou melhoria final do módulo;M1.REV.03;M1.REV.03;1;Revisão, avaliação e ensino;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
