documento;arquivo;codigo_topico;modulo;nome_modulo;objetivo_modulo;referencia_v3;topico_macro;nivel;sessoes_v4_1_fundidas;tipos_sessao_v4_1;conteudos_v4_1;decisao_pedagogica
514;514_M10_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M10.REV.01;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Revisão cumulativa do módulo;avancado;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;manter como aula de revisão, avaliação ou fechamento
515;515_M10_REV_02_PROVA_PRATICA_DO_MODULO.md;M10.REV.02;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Prova prática do módulo;avancado;1;Revisão, avaliação e ensino;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;manter como aula de revisão, avaliação ou fechamento
516;516_M10_REV_03_REFATORACAO_OU_MELHORIA_FINAL_DO_MODULO.md;M10.REV.03;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Refatoração ou melhoria final do módulo;avancado;1;Revisão, avaliação e ensino;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;manter como aula de revisão, avaliação ou fechamento
517;517_M10_REV_04_AULA_ENSINAVEL_DO_MODULO.md;M10.REV.04;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Aula ensinável do módulo;avancado;1;Revisão, avaliação e ensino;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;manter como aula de revisão, avaliação ou fechamento
518;518_M11_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M11.REV.01;M11;Spring Boot, REST APIs e backend profissional;Construir APIs REST profissionais com Spring Boot, camadas, validação, erros, documentação, testes, configuração e práticas corporativas.;M7 - Spring Boot e APIs REST profissionais;Revisão cumulativa do módulo;avancado;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;manter como aula de revisão, avaliação ou fechamento
519;519_M11_REV_02_PROVA_PRATICA_DO_MODULO.md;M11.REV.02;M11;Spring Boot, REST APIs e backend profissional;Construir APIs REST profissionais com Spring Boot, camadas, validação, erros, documentação, testes, configuração e práticas corporativas.;M7 - Spring Boot e APIs REST profissionais;Prova prática do módulo;avancado;1;Revisão, avaliação e ensino;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;manter como aula de revisão, avaliação ou fechamento
520;520_M11_REV_03_REFATORACAO_OU_MELHORIA_FINAL_DO_MODULO.md;M11.REV.03;M11;Spring Boot, REST APIs e backend profissional;Construir APIs REST profissionais com Spring Boot, camadas, validação, erros, documentação, testes, configuração e práticas corporativas.;M7 - Spring Boot e APIs REST profissionais;Refatoração ou melhoria final do módulo;avancado;1;Revisão, avaliação e ensino;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;manter como aula de revisão, avaliação ou fechamento
521;521_M11_REV_04_AULA_ENSINAVEL_DO_MODULO.md;M11.REV.04;M11;Spring Boot, REST APIs e backend profissional;Construir APIs REST profissionais com Spring Boot, camadas, validação, erros, documentação, testes, configuração e práticas corporativas.;M7 - Spring Boot e APIs REST profissionais;Aula ensinável do módulo;avancado;1;Revisão, avaliação e ensino;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;manter como aula de revisão, avaliação ou fechamento
522;522_M12_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M12.REV.01;M12;Segurança de aplicações Java;Dominar autenticação, autorização, tokens, OAuth2/OIDC, OWASP, auditoria, LGPD e governança de segurança em APIs.;M8 - Segurança de aplicações Java;Revisão cumulativa do módulo;avancado;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;manter como aula de revisão, avaliação ou fechamento
523;523_M12_REV_02_PROVA_PRATICA_DO_MODULO.md;M12.REV.02;M12;Segurança de aplicações Java;Dominar autenticação, autorização, tokens, OAuth2/OIDC, OWASP, auditoria, LGPD e governança de segurança em APIs.;M8 - Segurança de aplicações Java;Prova prática do módulo;avancado;1;Revisão, avaliação e ensino;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;manter como aula de revisão, avaliação ou fechamento
524;524_M12_REV_03_REFATORACAO_OU_MELHORIA_FINAL_DO_MODULO.md;M12.REV.03;M12;Segurança de aplicações Java;Dominar autenticação, autorização, tokens, OAuth2/OIDC, OWASP, auditoria, LGPD e governança de segurança em APIs.;M8 - Segurança de aplicações Java;Refatoração ou melhoria final do módulo;avancado;1;Revisão, avaliação e ensino;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;manter como aula de revisão, avaliação ou fechamento
525;525_M12_REV_04_AULA_ENSINAVEL_DO_MODULO.md;M12.REV.04;M12;Segurança de aplicações Java;Dominar autenticação, autorização, tokens, OAuth2/OIDC, OWASP, auditoria, LGPD e governança de segurança em APIs.;M8 - Segurança de aplicações Java;Aula ensinável do módulo;avancado;1;Revisão, avaliação e ensino;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;manter como aula de revisão, avaliação ou fechamento
526;526_M13_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M13.REV.01;M13;Integrações, arquivos, mensageria, eventos e resiliência;Preparar para sistemas corporativos reais com APIs externas, arquivos, webhooks, mensageria, eventos, retries, DLQ, idempotência e consistência eventual.;M9 - Integrações, mensageria e microserviços;Revisão cumulativa do módulo;avancado;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;manter como aula de revisão, avaliação ou fechamento
527;527_M13_REV_02_PROVA_PRATICA_DO_MODULO.md;M13.REV.02;M13;Integrações, arquivos, mensageria, eventos e resiliência;Preparar para sistemas corporativos reais com APIs externas, arquivos, webhooks, mensageria, eventos, retries, DLQ, idempotência e consistência eventual.;M9 - Integrações, mensageria e microserviços;Prova prática do módulo;avancado;1;Revisão, avaliação e ensino;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;manter como aula de revisão, avaliação ou fechamento
528;528_M13_REV_03_REFATORACAO_OU_MELHORIA_FINAL_DO_MODULO.md;M13.REV.03;M13;Integrações, arquivos, mensageria, eventos e resiliência;Preparar para sistemas corporativos reais com APIs externas, arquivos, webhooks, mensageria, eventos, retries, DLQ, idempotência e consistência eventual.;M9 - Integrações, mensageria e microserviços;Refatoração ou melhoria final do módulo;avancado;1;Revisão, avaliação e ensino;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;manter como aula de revisão, avaliação ou fechamento
529;529_M13_REV_04_AULA_ENSINAVEL_DO_MODULO.md;M13.REV.04;M13;Integrações, arquivos, mensageria, eventos e resiliência;Preparar para sistemas corporativos reais com APIs externas, arquivos, webhooks, mensageria, eventos, retries, DLQ, idempotência e consistência eventual.;M9 - Integrações, mensageria e microserviços;Aula ensinável do módulo;avancado;1;Revisão, avaliação e ensino;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;manter como aula de revisão, avaliação ou fechamento
530;530_M14_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M14.REV.01;M14;Docker, CI/CD, Kubernetes e Cloud;Transformar projeto em aplicação executável, empacotada, testável em pipeline e preparada para ambientes modernos de deploy.;M10 - Docker, CI/CD, Kubernetes e Cloud;Revisão cumulativa do módulo;avancado;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;manter como aula de revisão, avaliação ou fechamento
531;531_M14_REV_02_PROVA_PRATICA_DO_MODULO.md;M14.REV.02;M14;Docker, CI/CD, Kubernetes e Cloud;Transformar projeto em aplicação executável, empacotada, testável em pipeline e preparada para ambientes modernos de deploy.;M10 - Docker, CI/CD, Kubernetes e Cloud;Prova prática do módulo;avancado;1;Revisão, avaliação e ensino;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;manter como aula de revisão, avaliação ou fechamento
532;532_M14_REV_03_REFATORACAO_OU_MELHORIA_FINAL_DO_MODULO.md;M14.REV.03;M14;Docker, CI/CD, Kubernetes e Cloud;Transformar projeto em aplicação executável, empacotada, testável em pipeline e preparada para ambientes modernos de deploy.;M10 - Docker, CI/CD, Kubernetes e Cloud;Refatoração ou melhoria final do módulo;avancado;1;Revisão, avaliação e ensino;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;manter como aula de revisão, avaliação ou fechamento
533;533_M14_REV_04_AULA_ENSINAVEL_DO_MODULO.md;M14.REV.04;M14;Docker, CI/CD, Kubernetes e Cloud;Transformar projeto em aplicação executável, empacotada, testável em pipeline e preparada para ambientes modernos de deploy.;M10 - Docker, CI/CD, Kubernetes e Cloud;Aula ensinável do módulo;avancado;1;Revisão, avaliação e ensino;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;manter como aula de revisão, avaliação ou fechamento
534;534_M15_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M15.REV.01;M15;Observabilidade, performance, concorrência e produção;Ensinar operação real: logs, métricas, tracing, incidentes, performance, JVM, banco, concorrência e troubleshooting.;M11 - Observabilidade, performance e produção;Revisão cumulativa do módulo;avancado;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;manter como aula de revisão, avaliação ou fechamento
535;535_M15_REV_02_PROVA_PRATICA_DO_MODULO.md;M15.REV.02;M15;Observabilidade, performance, concorrência e produção;Ensinar operação real: logs, métricas, tracing, incidentes, performance, JVM, banco, concorrência e troubleshooting.;M11 - Observabilidade, performance e produção;Prova prática do módulo;avancado;1;Revisão, avaliação e ensino;resolver exercício integrador sem copiar, com tempo controlado e explicação oral;manter como aula de revisão, avaliação ou fechamento
536;536_M15_REV_03_REFATORACAO_OU_MELHORIA_FINAL_DO_MODULO.md;M15.REV.03;M15;Observabilidade, performance, concorrência e produção;Ensinar operação real: logs, métricas, tracing, incidentes, performance, JVM, banco, concorrência e troubleshooting.;M11 - Observabilidade, performance e produção;Refatoração ou melhoria final do módulo;avancado;1;Revisão, avaliação e ensino;melhorar código/projeto do módulo com foco em qualidade, nomes, organização e testes quando aplicável;manter como aula de revisão, avaliação ou fechamento
537;537_M15_REV_04_AULA_ENSINAVEL_DO_MODULO.md;M15.REV.04;M15;Observabilidade, performance, concorrência e produção;Ensinar operação real: logs, métricas, tracing, incidentes, performance, JVM, banco, concorrência e troubleshooting.;M11 - Observabilidade, performance e produção;Aula ensinável do módulo;avancado;1;Revisão, avaliação e ensino;transformar o que foi aprendido em roteiro didático para ensinar outra pessoa no Java Course Studio;manter como aula de revisão, avaliação ou fechamento
538;538_M16_REV_01_REVISAO_CUMULATIVA_DO_MODULO.md;M16.REV.01;M16;Arquitetura, DDD, sistemas distribuídos e liderança técnica;Construir visão de arquiteto: modelagem, decisões, trade-offs, DDD, hexagonal, sistemas distribuídos, modernização e liderança técnica.;M12 - Arquitetura, DDD e engenharia avançada;Revisão cumulativa do módulo;arquiteto;1;Revisão, avaliação e ensino;revisar todos os tópicos, montar mapa de dependências, responder perguntas abertas e fechar lacunas;manter como aula de revisão, avaliação ou fechamento
